age_int,gender_c_int,height_metric_float,weight_metric_float,bmi_float,bmi_target_c_int
58.0,1.0,1.7455572571369895,23.325490159201657,7.655306453034013,1.0
44.0,0.0,1.569496971051534,57.32736840547246,23.272393003791677,1.0
31.0,0.0,1.883464107706908,168.41391024683082,47.47481297328359,0.0
21.0,1.0,1.6005857662150078,80.79895564627492,31.53899472513328,0.0
52.0,0.0,1.778,56.699,17.93543383005133,1.0
86.0,0.0,1.8679331023029648,92.61800658789677,26.544392628623086,2.0
21.0,1.0,1.6001999999999998,65.317248,25.508172558295236,3.0
34.0,0.0,1.6756338942919542,117.52050867047429,41.85577516349591,0.0
93.0,0.0,1.8060401848371694,107.21632252531343,32.87048321745176,2.0
94.0,0.0,1.7285970290441153,104.34617189089104,34.921186927941264,2.0
35.0,1.0,1.778,92.98636,29.414111481284188,3.0
35.0,0.0,1.7018,95.25431999999999,32.89028542859937,3.0
79.0,0.0,1.8148100049698803,135.46953622625153,41.13195143207301,2.0
27.0,1.0,1.9304,65.77083999999999,17.649758637467414,3.0
87.0,0.0,1.7519309765697122,69.27995035330079,22.572184141582753,2.0
37.0,1.0,1.6764,81.64656,29.052438270165798,3.0
27.0,0.0,1.6891268773540071,66.06306876876762,23.154435571191218,0.0
42.0,0.0,1.8034,72.57472,22.31522336482483,3.0
78.0,0.0,1.6322011814040085,78.91434828498325,29.62160582687628,2.0
76.0,0.0,1.667531707720234,113.8377063241122,40.939066480405415,2.0
63.0,1.0,1.6952433898985604,109.16727937203353,37.98642018069246,2.0
72.0,0.0,1.7259038527080715,102.56173628684446,34.43120071445745,2.0
19.0,1.0,1.7018,81.64656,28.191673224513742,3.0
81.0,1.0,1.7685690214627379,89.85520649299318,28.727591686667022,2.0
81.0,1.0,1.7059723316795266,70.87538823805659,24.35294479670753,2.0
88.0,1.0,1.8875402650013537,79.49161716995211,22.31150585364741,2.0
21.0,0.0,1.6764,79.3786,28.245426095994528,3.0
85.0,1.0,1.96461371572295,84.15553745986631,21.803607456714165,2.0
74.0,1.0,1.6516600125408636,111.63319620945681,40.92154766306919,2.0
47.0,0.0,1.7271999999999998,74.84268,25.087886248436863,3.0
45.0,0.0,1.7894831375855975,86.1835375759815,26.913432828577665,1.0
28.0,0.0,1.7161680734110651,72.40306461889678,24.583137617317167,0.0
46.0,1.0,1.720634409343842,102.27501519954285,34.545568600398425,1.0
72.0,0.0,1.71332054327193,136.31249102568447,46.43638570553216,2.0
27.0,0.0,1.7296499127126188,129.6843385077166,43.34820440449923,0.0
29.0,1.0,1.9236818134535747,41.30055457976073,11.160647846943972,0.0
30.0,1.0,1.7271999999999998,63.50288,21.286691362310062,3.0
24.0,1.0,1.8034,90.7184,27.894029206031043,3.0
56.0,0.0,1.7003437199475093,63.96753061488331,22.12514584686792,1.0
31.0,1.0,1.7466531640919525,91.37725843063326,29.951927373375142,0.0
85.0,1.0,1.5519939139145336,48.52589094819827,20.146216195032075,2.0
24.0,0.0,1.9304,68.0388,18.258371004276633,3.0
23.0,0.0,1.6680556001895301,64.24847713990314,23.090949581215103,0.0
38.0,1.0,1.6663707042798301,76.19548487212548,27.440119180476746,0.0
92.0,1.0,1.5970072970854454,2.585005188129894,1.0135556944960276,2.0
45.0,0.0,1.778,56.699,17.93543383005133,1.0
47.0,1.0,1.8796,54.431039999999996,15.406917592505746,1.0
55.0,1.0,1.9558,81.64656,21.344648525019768,3.0
49.0,0.0,1.7271999999999998,72.57472,24.327647271211504,3.0
27.0,0.0,1.6737002213700325,21.94046318337144,7.83232039142609,0.0
91.0,1.0,1.6951062585713492,24.528609185720207,8.536484752548404,2.0
30.0,0.0,1.8074615217645493,11.228330119641809,3.4369803686332947,0.0
23.0,0.0,1.6256,65.77083999999999,24.888917453616155,3.0
47.0,1.0,1.7018,81.64656,28.191673224513742,3.0
84.0,0.0,1.7319234393688305,85.57993922539595,28.530842345914003,2.0
57.0,1.0,1.80619737159042,114.99743156608234,35.24988696791365,1.0
47.0,0.0,1.7526,49.89512,16.243980398063716,1.0
36.0,0.0,2.073697953915173,141.94167697595117,33.007978944335605,0.0
38.0,1.0,1.7176443538204504,58.21825124606579,19.73297945618494,0.0
36.0,0.0,1.660915729065786,104.27030627945959,37.79770693149186,0.0
31.0,0.0,1.8541999999999998,90.7184,26.386526783186806,3.0
19.0,1.0,1.778,68.0388,21.522520596061597,3.0
46.0,1.0,1.7953915168735812,153.79249458251468,47.71081153903131,1.0
71.0,0.0,1.6785452191371377,56.19217587451869,19.943884865776162,2.0
60.0,0.0,1.6789135341439136,43.79247706049312,15.536130157794487,2.0
97.0,1.0,1.6896292646857933,106.34811719723072,37.25177400297089,2.0
32.0,1.0,1.7018,68.0388,23.49306102042812,3.0
25.0,1.0,1.8541999999999998,72.57472,21.109221426549443,3.0
86.0,1.0,1.6292603998063209,121.52863212090095,45.78229990842067,2.0
27.0,0.0,1.736894924295065,135.2926311596877,44.84634472256916,0.0
74.0,1.0,1.632312839846577,3.8143853477522827,1.431587085201803,2.0
35.0,1.0,1.778,124.7378,39.45795442611293,0.0
97.0,1.0,1.8120709503027892,113.58206084752308,34.59069977981515,2.0
24.0,1.0,1.5614151459022063,76.38553781441912,31.33100783777585,0.0
99.0,0.0,1.6061485932152826,91.11115405448102,35.318325463263996,2.0
19.0,0.0,1.7302088902344694,116.13920630708644,38.79553768693354,0.0
64.0,1.0,1.6538864271407716,106.42380173400055,38.90696934270067,2.0
24.0,1.0,1.9304,81.64656,21.91004520513196,3.0
44.0,1.0,1.7662769205341609,45.00174342681654,14.424864786122885,1.0
55.0,0.0,1.8034,56.699,17.4337682537694,1.0
49.0,1.0,1.7271999999999998,81.64656,27.368603180112938,3.0
81.0,1.0,1.8056624367025178,21.313754408270906,6.537125614550141,2.0
53.0,0.0,1.7325787817112863,96.70814676375362,32.21640513106396,1.0
20.0,0.0,1.8229353836276516,116.74655175296303,35.131889853112405,0.0
19.0,1.0,1.7018,54.431039999999996,18.794448816342495,3.0
58.0,1.0,1.5984794497240622,60.728978999381575,23.76741038403408,1.0
56.0,0.0,1.6471631410650294,72.10114831219263,26.57473550236535,1.0
97.0,1.0,1.9029819095638456,82.99585316806508,22.918546663169863,2.0
28.0,1.0,1.6764,81.64656,29.052438270165798,3.0
19.0,1.0,1.8034,68.0388,20.92052190452328,3.0
26.0,1.0,1.6001999999999998,81.64656,31.88521569786904,3.0
58.0,0.0,1.778,77.11064,24.392190008869814,3.0
86.0,0.0,1.7664440402143808,17.242397599784695,5.5258346812698775,2.0
20.0,0.0,1.7522967292806044,69.85457825764742,22.74990431115795,0.0
28.0,0.0,1.7257167837354561,46.254647095645026,15.531604604219881,0.0
59.0,1.0,1.6764,68.0388,24.210365225138165,3.0
46.0,0.0,1.8541999999999998,81.64656,23.74787410486812,3.0
50.0,0.0,1.672954828934856,14.021425064190554,5.009838496404166,1.0
60.0,1.0,1.8125127421912786,104.13966558478828,31.6996189633861,2.0
75.0,0.0,1.7990415012350147,83.78837937957658,25.888174449151247,2.0
68.0,1.0,1.8081572879880352,93.07523045240237,28.46831140732958,2.0
19.0,1.0,1.8541999999999998,81.64656,23.74787410486812,3.0
60.0,0.0,1.8233411121332588,88.61649592620049,26.65500229917914,2.0
35.0,0.0,1.7018,86.18248,29.757877292542286,3.0
35.0,0.0,1.7485426590486566,15.690790940383339,5.132067638808837,0.0
36.0,0.0,1.8213531107275682,96.82875870438029,29.18878790380399,0.0
31.0,1.0,1.6001999999999998,81.64656,31.88521569786904,3.0
30.0,1.0,1.5179928295805463,24.77753349672258,10.752727297255527,0.0
91.0,0.0,1.9220460809066846,138.61772544126595,37.52244908950926,2.0
45.0,1.0,1.7526,72.57472,23.627607851729042,3.0
19.0,1.0,1.778,81.64656,25.827024715273918,3.0
50.0,1.0,1.778,54.884631999999996,17.361499947489687,1.0
50.0,1.0,1.7526,79.3786,25.842696087828642,3.0
47.0,0.0,1.524,77.11064,33.20048084540613,3.0
57.0,1.0,1.778,80.739376,25.540057773993095,3.0
40.0,0.0,1.8288,70.30676,21.021546286919733,3.0
61.0,0.0,1.6997970774370281,64.29638307921887,22.253195660753953,2.0
55.0,0.0,1.6548781172136162,91.52785505591962,33.42113990106468,1.0
40.0,1.0,1.8541999999999998,63.50288,18.47056874823076,1.0
30.0,1.0,1.7352723875025884,122.88036685132887,40.808176319833194,0.0
98.0,0.0,1.8472555267857622,30.182162726370223,8.844970872678491,2.0
28.0,0.0,1.7018,65.317248,22.553338579610998,3.0
66.0,1.0,1.807006581420952,84.32575620322137,25.82502649790379,2.0
95.0,1.0,1.651771717131655,103.31526727040263,37.86730977879905,2.0
41.0,1.0,1.7442995783191853,5.716547295748158,1.8788480110116779,1.0
19.0,0.0,1.8034,81.64656,25.104626285427933,3.0
36.0,1.0,1.8288,81.64656,24.41211826868098,3.0
83.0,0.0,1.6780325802420364,121.10241064454016,43.00827369288619,2.0
99.0,0.0,1.7967456563332973,93.29103601857338,28.89792827508262,2.0
19.0,1.0,1.524,65.77083999999999,28.318057191669933,3.0
79.0,0.0,1.7773885902333808,29.05455884811134,9.197070378155457,2.0
66.0,0.0,1.7445953180628673,60.32143527202426,19.819023891670845,2.0
49.0,1.0,1.7271999999999998,72.57472,24.327647271211504,3.0
40.0,1.0,1.6001999999999998,81.64656,31.88521569786904,3.0
30.0,1.0,1.7271999999999998,72.57472,24.327647271211504,3.0
40.0,0.0,1.6001999999999998,56.699,22.142510901297946,3.0
55.0,1.0,1.9178980925900244,93.68018343862906,25.468107715049545,1.0
30.0,1.0,1.9200384215176622,156.04092656506717,42.32711632430586,0.0
69.0,1.0,1.685790921510961,94.2220153234096,33.15468970977321,2.0
38.0,1.0,1.772819818408412,87.25346316254232,27.762174352010575,0.0
41.0,0.0,1.6813871709062138,4.878892837509324,1.7257815445780236,1.0
34.0,0.0,1.6001999999999998,81.64656,31.88521569786904,3.0
35.0,1.0,1.9241779335715257,95.89968097637181,25.90160658753534,0.0
43.0,1.0,1.6325640585737178,79.83016661961705,29.952051476551915,1.0
45.0,1.0,1.744567067267584,113.66313186889973,37.3460159704984,1.0
77.0,0.0,1.4857685569477987,41.37177335682947,18.741390526474362,2.0
79.0,1.0,1.5727037208836676,67.66866407206244,27.358593968106327,2.0
26.0,1.0,1.8541999999999998,60.327736,17.547040310819227,3.0
51.0,0.0,1.6143551075767613,49.813123200964974,19.113737969813613,1.0
47.0,1.0,1.6555979955038256,81.84865571707365,29.860822580401518,1.0
87.0,1.0,1.7170514865428643,103.7389795380163,35.18644054286498,2.0
19.0,0.0,1.778,81.64656,25.827024715273918,3.0
28.0,1.0,1.9730261795846775,72.1894732179723,18.544203180598473,0.0
30.0,1.0,1.7410967061409834,112.87110470314461,37.23376795245604,0.0
49.0,0.0,1.778,54.431039999999996,17.21801647684928,1.0
38.0,0.0,1.778,65.317248,20.661619772219137,3.0
31.0,1.0,1.7475143092044272,87.71142409582691,28.722000219724936,0.0
36.0,0.0,1.8288,54.431039999999996,16.274745512453986,0.0
74.0,1.0,1.7789851450340282,5.942966039085572,1.8778400842167593,2.0
50.0,1.0,1.6259813594244377,89.37074688618937,33.80370184765656,1.0
77.0,1.0,1.5661104501530267,48.97652665045308,19.968397223573138,2.0
26.0,1.0,1.6764,81.64656,29.052438270165798,3.0
25.0,0.0,1.7994038088436959,99.81142440274834,30.826412286875915,0.0
77.0,0.0,1.6785833576965659,69.86522814122276,24.795636188330608,2.0
38.0,0.0,1.6945271245759548,61.673750316110755,21.478468346881836,0.0
38.0,1.0,1.6001999999999998,63.50288,24.7996122094537,3.0
18.0,0.0,1.6554068974578344,76.19425597538222,27.804347760961615,0.0
81.0,0.0,1.7516862493164116,126.96374851599053,41.37777127382101,2.0
70.0,1.0,1.8693293805749,87.34295276404926,24.99517639653548,2.0
52.0,0.0,1.6087107041248743,81.3573953405305,31.437002750194328,1.0
57.0,0.0,1.8541999999999998,77.11064,22.428547765708785,3.0
46.0,1.0,1.8541999999999998,81.64656,23.74787410486812,3.0
40.0,0.0,1.5748,61.23492,24.691549383098767,3.0
31.0,1.0,1.778,83.91452,26.54444206847597,3.0
45.0,1.0,1.664362044722659,116.09558429341553,41.91023490713212,1.0
50.0,1.0,1.651,61.23492,22.464926823344772,3.0
24.0,1.0,1.7920229994725594,107.34202910422599,33.425864017691566,0.0
69.0,1.0,1.6858243404794848,125.58134975574463,44.187609413916036,2.0
29.0,1.0,1.7894697779154074,126.82481168961404,39.60549905367152,0.0
40.0,1.0,1.7403254010365525,71.65611825070503,23.658780765677253,1.0
36.0,1.0,1.8541999999999998,54.884631999999996,15.963848703828015,0.0
64.0,0.0,1.8143976740836105,71.31775881703433,21.663704639038663,2.0
49.0,1.0,1.524,79.83219199999999,34.37226252230282,3.0
48.0,1.0,1.7018,77.11064,26.625469156485206,3.0
19.0,0.0,1.778,81.64656,25.827024715273918,3.0
87.0,0.0,1.8713995989841767,100.08278482791152,28.57763710733767,2.0
19.0,1.0,1.7660795774552387,16.63943736973195,5.334799483130978,0.0
35.0,1.0,1.7018,81.64656,28.191673224513742,3.0
37.0,0.0,1.7299281094683667,111.33060404857298,37.20132893213107,0.0
77.0,1.0,1.80585560269104,90.00506621338435,27.59948090718475,2.0
19.0,0.0,1.6256,79.3786,30.038348650916056,3.0
31.0,0.0,2.004309636491966,56.60229611636859,14.089786747675356,0.0
35.0,1.0,1.7526,102.0582,33.22632354149396,3.0
28.0,0.0,1.7271999999999998,74.84268,25.087886248436863,3.0
48.0,1.0,1.7526,90.7184,29.534509814661302,3.0
33.0,1.0,1.7526,95.707912,31.15890785446767,3.0
20.0,0.0,1.524,80.739376,34.762856414601714,3.0
35.0,1.0,1.7018,68.0388,23.49306102042812,3.0
30.0,1.0,1.635157016531746,47.982536769308325,17.94586019941009,0.0
37.0,1.0,1.7863437179571455,106.66934760466809,33.42793775915811,0.0
45.0,1.0,1.6107408492030926,1.4646120560823805,0.5645095055681693,1.0
92.0,1.0,1.7591311838852972,82.94226703282828,26.80275563835795,2.0
74.0,0.0,1.679435488457893,47.184531757573005,16.72911618639583,2.0
84.0,1.0,1.6347485146049237,91.19043421745792,34.12301372566991,2.0
91.0,1.0,1.7274157145820812,80.25187618565847,26.894375374525325,2.0
64.0,0.0,1.7380941482051324,22.823481168273272,7.555014312729625,2.0
43.0,0.0,1.8234731489830733,89.67663964171662,26.969977292036532,1.0
32.0,1.0,1.8541999999999998,56.699,16.491579239491752,0.0
85.0,0.0,1.8739621671046214,2.742950461187118,0.7810814549308155,2.0
65.0,1.0,1.7310307603583976,10.072220663063716,3.36136490235967,2.0
36.0,0.0,1.7526,77.11064,25.10433334246211,3.0
47.0,0.0,1.7692178127959366,77.66400908788133,24.81173870550106,1.0
30.0,1.0,1.6102221972301536,42.21495515039386,16.281511257652884,0.0
45.0,1.0,1.7526,81.64656,26.58105883319517,3.0
66.0,0.0,1.6936026901040104,141.96318017819382,49.49401093271996,2.0
78.0,1.0,1.8817718681084936,157.82889464255334,44.571019858807624,2.0
57.0,1.0,1.524,68.0388,29.294541922417174,3.0
